incident_id,date,time,county,latitude,longitude,num_vehicles,occupants,primary_cause,secondary_cause,severity,injuries,fatalities,road_condition,driver_age,driver_gender,intox_alcohol,intox_drugs,intox_any,vehicle1_make,vehicle1_model,vehicle1_year,vehicle2_make,vehicle2_model,vehicle2_year
AK424729,01/05/2024,15:52:52,Juneau,62.781067,-156.071448,2,7,weather,weather,3,3,0,wet,32,Female,0,0,0,Kia,Sportage,2012,Kia,Sportage,2015
AK227966,01/30/2025,11:14:40,Prince of Wales-Hyder,70.049048,-161.884925,2,5,impaired,wildlife,3,2,0,normal,38,Male,0,0,0,Ford,F-150,2012,Dodge,Charger,2003
AK211992,04/27/2024,04:43:24,Matanuska-Susitna,57.910345,-160.178534,2,2,wildlife,distracted,2,2,0,wet,41,Male,0,0,0,Subaru,Outback,2015,Volkswagen,Jetta,2007
AK215289,12/05/2024,22:02:49,Yukon-Koyukuk,69.383476,-156.543174,2,5,distracted,impaired,3,1,0,wet,49,Female,0,0,0,Chevrolet,Silverado,2015,Honda,CR-V,2006
AK022918,09/30/2024,15:22:17,Juneau,69.678341,-165.672534,2,4,distracted,impaired,1,0,0,icy,25,Male,0,0,0,Honda,CR-V,2009,Honda,CR-V,2013
AK305212,12/27/2022,14:21:32,Kenai Peninsula,55.250445,-164.294113,2,6,failure_to_yield,road_defect,1,0,0,normal,50,Female,0,0,0,Nissan,Rogue,2015,Toyota,RAV4,2019
AK474909,11/28/2023,06:35:35,Southeast Fairbanks,56.793013,-159.495118,2,2,failure_to_yield,NA,2,1,0,icy,45,Male,0,0,0,Chevrolet,Silverado,2011,Dodge,Charger,2012
AK038159,09/10/2022,10:57:57,Matanuska-Susitna,66.832977,-148.990087,2,4,distracted,NA,1,0,0,normal,44,Female,0,0,0,Ram,1500,2013,Honda,CR-V,2003
AK520118,01/05/2024,09:41:00,Matanuska-Susitna,61.097803,-159.657835,2,4,distracted,NA,3,3,0,wet,43,Female,0,0,0,Subaru,Outback,2010,Dodge,Charger,2004
AK546587,11/15/2025,06:27:48,Southeast Fairbanks,63.305271,-138.720747,2,4,other,NA,1,0,0,normal,60,Male,0,0,0,Nissan,Rogue,2004,Mazda,CX-5,2011
AK273832,10/21/2023,22:59:24,Sitka,67.230191,-153.773111,1,2,road_defect,distracted,2,0,0,normal,52,Female,0,0,0,Volkswagen,Jetta,2011,NA,NA,NA
AK266796,02/04/2023,15:52:20,Anchorage,59.288354,-139.494215,1,2,other,NA,2,0,0,normal,45,Male,0,0,0,Kia,Sportage,2009,NA,NA,NA
AK646730,07/08/2024,03:49:45,North Slope,58.944922,-133.693484,2,7,other,distracted,1,0,0,icy,16,Male,0,0,0,Kia,Sportage,2011,Toyota,RAV4,2014
AK942675,08/24/2025,01:34:31,Matanuska-Susitna,69.82417,-161.692893,2,3,other,impaired,2,3,0,normal,27,Male,0,0,0,Nissan,Rogue,2021,Jeep,Grand Cherokee,2009
AK596657,12/13/2024,16:14:13,Kenai Peninsula,69.086348,-145.8624,2,4,speeding,NA,2,0,0,icy,43,Female,0,0,0,Nissan,Rogue,2018,Mazda,CX-5,2017
AK027223,10/10/2024,23:18:28,Sitka,60.905041,-147.88195,2,3,failure_to_yield,NA,2,0,0,normal,30,Male,0,0,0,Toyota,RAV4,2009,Jeep,Grand Cherokee,2023
AK815724,01/03/2024,06:20:33,Matanuska-Susitna,61.962658,-131.392495,2,3,impaired,fatigue,3,3,0,normal,49,Male,0,0,0,GMC,Sierra,2015,Nissan,Rogue,2012
AK320395,06/09/2025,09:59:41,Ketchikan Gateway,61.509513,-134.33318,2,5,distracted,NA,1,0,0,normal,64,Female,0,0,0,Hyundai,Tucson,2016,Nissan,Rogue,2017
AK217039,12/01/2024,18:10:29,Matanuska-Susitna,61.436916,-151.343448,2,2,road_defect,speeding,3,1,0,normal,47,Female,0,0,0,Honda,CR-V,2016,Volkswagen,Jetta,2022
AK078707,01/24/2023,14:50:30,Bethel,56.14286,-167.71765,2,3,fatigue,NA,2,0,0,icy,28,Female,0,0,0,Jeep,Grand Cherokee,2013,Ram,1500,2003
AK079135,04/16/2024,21:40:06,Matanuska-Susitna,70.005305,-154.073994,2,3,speeding,failure_to_yield,2,1,0,wet,44,Female,0,0,0,Ram,1500,2014,Toyota,RAV4,2022
AK785900,10/13/2022,03:54:28,Fairbanks North Star,56.907439,-134.758155,1,1,impaired,speeding,2,1,0,normal,25,Female,0,0,0,Volkswagen,Jetta,2016,NA,NA,NA
AK205360,10/11/2024,03:26:24,Matanuska-Susitna,61.132454,-148.468087,2,6,wildlife,weather,1,1,0,normal,54,Male,0,0,0,Chevrolet,Silverado,2012,GMC,Sierra,2014
AK177308,10/16/2023,06:03:44,Wrangell,55.446199,-167.296935,2,2,speeding,NA,3,1,0,wet,26,Male,0,0,0,Subaru,Outback,2021,Ford,F-150,2022
AK605488,07/16/2025,08:51:35,Bethel,58.880433,-143.042651,2,3,other,weather,1,0,0,icy,20,Male,0,0,0,Subaru,Outback,2018,Honda,CR-V,2013
AK759410,01/22/2022,01:35:04,Anchorage,70.215609,-134.298032,2,6,failure_to_yield,NA,2,0,0,wet,23,Male,0,0,0,Subaru,Outback,2013,Nissan,Rogue,2007
AK127376,03/17/2024,16:32:32,Matanuska-Susitna,56.76365,-144.091546,2,3,distracted,NA,2,0,0,normal,30,Female,0,0,0,Nissan,Rogue,2015,GMC,Sierra,2007
AK442480,11/18/2025,05:57:48,Juneau,65.980898,-165.305044,2,3,impaired,NA,3,0,0,normal,42,Female,0,0,0,GMC,Sierra,1999,Hyundai,Tucson,2019
AK415771,12/22/2023,17:27:52,Fairbanks North Star,66.838138,-137.084572,2,6,speeding,failure_to_yield,1,0,0,normal,28,Male,0,0,0,Ram,1500,2017,Kia,Sportage,2025
AK512663,12/07/2024,23:02:50,Matanuska-Susitna,61.623343,-137.972048,2,7,failure_to_yield,speeding,1,0,0,normal,51,Male,0,0,0,Subaru,Outback,2014,GMC,Sierra,2011
AK843491,04/24/2024,00:57:57,Ketchikan Gateway,69.937155,-138.741572,2,3,failure_to_yield,NA,2,2,0,icy,37,Male,1,0,1,Mazda,CX-5,2004,Toyota,RAV4,2007
AK207427,12/23/2023,05:58:21,Nome,57.0133,-131.187042,2,2,failure_to_yield,failure_to_yield,2,0,0,icy,37,Male,0,0,0,GMC,Sierra,2011,Ford,F-150,2017
AK363324,01/19/2022,05:29:37,Juneau,68.810983,-158.798826,1,1,weather,wildlife,1,0,0,wet,16,Female,0,0,0,Ford,F-150,2015,NA,NA,NA
AK041305,12/25/2024,07:08:46,North Slope,68.246201,-132.698106,1,2,distracted,NA,1,0,0,wet,36,Male,0,0,0,Toyota,RAV4,2012,NA,NA,NA
AK269037,02/13/2025,01:26:51,Southeast Fairbanks,62.972732,-137.785964,2,2,other,NA,2,0,0,wet,45,Female,0,0,0,Ram,1500,2009,Jeep,Grand Cherokee,2003
AK387260,01/20/2024,19:08:30,Kenai Peninsula,62.716626,-134.784268,2,8,speeding,NA,2,1,0,normal,44,Male,0,0,0,Ram,1500,2011,Nissan,Rogue,2010
AK792337,03/13/2024,17:58:34,Anchorage,57.8289,-138.391331,2,3,failure_to_yield,NA,3,3,0,normal,27,Male,0,1,1,Ford,F-150,2008,Kia,Sportage,2009
AK265995,02/24/2022,14:45:41,Petersburg,60.104059,-149.816028,2,3,wildlife,NA,3,3,0,normal,49,Male,0,0,0,GMC,Sierra,2014,Mazda,CX-5,2006
AK989449,06/04/2023,08:45:33,Anchorage,61.383723,-133.083576,1,1,failure_to_yield,NA,1,0,0,icy,57,Female,0,0,0,Mazda,CX-5,2005,NA,NA,NA
AK352756,08/20/2024,21:13:30,Anchorage,67.56951,-138.270181,2,4,road_defect,NA,1,0,0,normal,19,Male,0,0,0,Honda,CR-V,2008,Dodge,Charger,2010
AK409466,02/07/2022,23:44:41,Matanuska-Susitna,66.524201,-169.50165,2,8,wildlife,impaired,1,0,0,normal,68,Male,0,0,0,GMC,Sierra,2009,Ford,F-150,2019
AK928809,03/02/2024,10:49:13,Southeast Fairbanks,63.33524,-157.743758,2,2,distracted,NA,2,0,0,normal,51,Male,0,0,0,Toyota,RAV4,2011,Nissan,Rogue,2018
AK243085,06/20/2023,00:25:16,Nome,61.330779,-167.42356,2,2,fatigue,NA,2,1,0,normal,30,Male,0,0,0,Honda,CR-V,2008,Subaru,Outback,2017
AK851332,10/13/2024,04:53:07,Anchorage,69.591332,-164.652323,2,7,speeding,NA,2,1,0,normal,66,Female,0,0,0,Honda,CR-V,2015,Hyundai,Tucson,2014
AK517981,11/23/2024,16:45:14,Bethel,61.194916,-152.113139,2,6,impaired,NA,2,0,0,normal,16,Male,0,0,0,Kia,Sportage,2013,Mazda,CX-5,2011
AK206694,01/10/2024,05:42:59,Wrangell,70.267966,-133.494151,2,5,failure_to_yield,NA,2,1,0,normal,56,Female,0,0,0,Jeep,Grand Cherokee,2015,Mazda,CX-5,2001
AK939409,01/09/2022,17:14:59,Kodiak Island,64.879176,-135.836526,1,2,impaired,impaired,1,0,0,normal,43,Male,0,0,0,Ram,1500,2013,NA,NA,NA
AK406076,02/18/2025,16:20:02,Anchorage,60.27823,-144.11833,2,5,speeding,wildlife,2,0,0,icy,41,Male,0,0,0,GMC,Sierra,2020,Jeep,Grand Cherokee,2012
AK000541,02/16/2022,19:01:27,Southeast Fairbanks,68.86687,-147.641533,2,5,impaired,NA,3,2,0,normal,28,Male,0,0,0,Mazda,CX-5,2013,Honda,CR-V,2012
AK139695,11/09/2023,11:43:06,Anchorage,59.237276,-136.633579,1,1,failure_to_yield,NA,1,1,0,normal,52,Female,0,0,0,Subaru,Outback,2000,NA,NA,NA
AK956578,07/23/2024,00:55:42,Juneau,56.463927,-141.407496,2,4,speeding,fatigue,3,4,0,icy,19,Female,0,0,0,Ram,1500,2010,GMC,Sierra,2018
AK951429,03/10/2024,22:39:03,Fairbanks North Star,63.45173,-133.705683,2,7,weather,impaired,2,1,0,wet,43,Male,0,0,0,Mazda,CX-5,2012,Dodge,Charger,2008
AK740337,02/09/2023,05:48:35,Anchorage,59.338019,-138.098273,1,2,weather,NA,1,0,0,normal,41,Female,1,0,1,Chevrolet,Silverado,2012,NA,NA,NA
AK378351,01/16/2025,20:56:35,Bethel,56.729658,-168.311952,2,5,wildlife,speeding,1,0,0,icy,34,Male,0,0,0,Chevrolet,Silverado,2010,Ford,F-150,2019
AK956214,04/29/2025,10:53:03,Matanuska-Susitna,59.399408,-156.012351,2,4,fatigue,NA,1,0,0,normal,16,Female,0,0,0,Volkswagen,Jetta,2013,Jeep,Grand Cherokee,2016
AK382365,10/04/2023,21:40:41,Sitka,56.282557,-167.473631,2,4,road_defect,weather,1,0,0,normal,39,Male,0,0,0,Kia,Sportage,2022,Kia,Sportage,2006
AK892213,02/13/2025,07:50:14,Fairbanks North Star,61.398494,-168.919501,2,3,speeding,distracted,2,0,0,normal,34,Male,0,0,0,Dodge,Charger,2011,Nissan,Rogue,2012
AK165658,07/22/2022,10:09:23,Matanuska-Susitna,61.081717,-168.114289,2,3,impaired,NA,2,1,0,wet,47,Female,0,0,0,Ford,F-150,2012,Nissan,Rogue,2013
AK073040,08/06/2022,17:27:05,Nome,70.545043,-154.677357,2,2,distracted,wildlife,1,0,0,icy,42,Male,0,0,0,Chevrolet,Silverado,2021,Jeep,Grand Cherokee,2017
AK059004,12/19/2022,08:52:18,Matanuska-Susitna,70.973347,-166.704717,2,3,speeding,road_defect,2,0,0,normal,31,Male,0,0,0,Ram,1500,2012,Ford,F-150,2006
AK951336,10/28/2022,21:14:06,Matanuska-Susitna,58.909117,-155.195783,1,3,distracted,NA,1,1,0,normal,20,Female,0,0,0,Ford,F-150,2020,NA,NA,NA
AK519553,01/14/2024,16:30:48,Kenai Peninsula,67.70916,-164.973849,2,3,failure_to_yield,NA,1,1,0,icy,16,Female,0,0,0,Hyundai,Tucson,2014,Jeep,Grand Cherokee,2003
AK078938,07/15/2024,16:03:20,Anchorage,62.015182,-146.507475,2,8,failure_to_yield,impaired,1,0,0,normal,35,Female,0,0,0,Ford,F-150,2011,Hyundai,Tucson,2018
AK480911,01/02/2022,21:51:28,Fairbanks North Star,60.58496,-153.801421,2,5,distracted,NA,2,1,0,icy,34,Male,0,0,0,Honda,CR-V,2006,Ford,F-150,2014
AK281066,01/07/2025,21:20:46,Kenai Peninsula,55.195738,-152.528265,2,5,other,NA,1,1,0,normal,50,Female,0,0,0,Kia,Sportage,2017,Jeep,Grand Cherokee,2010
AK013854,04/23/2025,16:19:47,Valdez-Cordova,64.087496,-135.320206,1,4,impaired,NA,1,0,0,icy,45,Female,0,0,0,Ford,F-150,2011,NA,NA,NA
AK408160,12/19/2024,13:12:02,Matanuska-Susitna,65.345181,-156.825983,2,6,speeding,NA,1,2,0,normal,43,Male,0,0,0,Volkswagen,Jetta,2008,Subaru,Outback,2023
AK981933,05/01/2023,21:43:14,Fairbanks North Star,61.380499,-143.617485,2,5,distracted,fatigue,1,0,0,icy,58,Female,0,0,0,Kia,Sportage,2013,Jeep,Grand Cherokee,2017
AK688429,12/16/2025,07:13:43,Dillingham,60.103186,-136.447803,2,3,speeding,NA,3,3,0,icy,42,Male,0,0,0,Volkswagen,Jetta,2012,Volkswagen,Jetta,2015
AK120193,09/11/2024,03:31:29,Juneau,65.970267,-152.885851,2,2,weather,NA,3,2,0,normal,46,Male,1,0,1,Ram,1500,2019,Honda,CR-V,2010
AK817620,10/21/2023,17:36:25,Anchorage,70.651347,-154.767211,2,7,speeding,NA,2,2,0,normal,16,Male,0,0,0,Hyundai,Tucson,2002,Mazda,CX-5,2002
AK946223,11/18/2022,07:07:32,Fairbanks North Star,67.016237,-139.9495,1,1,failure_to_yield,NA,1,1,0,normal,37,Male,0,0,0,Ram,1500,2019,NA,NA,NA
AK382044,05/21/2025,20:49:35,Anchorage,62.198503,-136.783365,2,8,impaired,road_defect,2,1,0,normal,56,Female,0,0,0,GMC,Sierra,2020,Jeep,Grand Cherokee,2010
AK902206,05/14/2024,16:22:13,Ketchikan Gateway,62.596611,-165.975277,2,3,impaired,NA,1,0,0,normal,16,Male,0,0,0,Dodge,Charger,1999,Chevrolet,Silverado,2016
AK886785,06/19/2023,01:04:23,Prince of Wales-Hyder,66.194501,-152.125424,2,2,fatigue,NA,2,2,0,normal,31,Female,0,0,0,Jeep,Grand Cherokee,2017,Volkswagen,Jetta,2011
AK877272,05/02/2023,14:16:07,Anchorage,65.741075,-169.206733,2,6,fatigue,weather,1,0,0,icy,37,Female,0,0,0,Jeep,Grand Cherokee,2016,Honda,CR-V,2005
AK957625,11/20/2025,22:39:45,Anchorage,63.603408,-150.227083,2,2,distracted,failure_to_yield,2,1,0,normal,31,Male,0,0,0,Kia,Sportage,2011,Jeep,Grand Cherokee,2017
AK969095,10/24/2022,22:51:39,Anchorage,56.460285,-155.474676,2,3,distracted,NA,2,2,0,wet,31,Male,0,0,0,Volkswagen,Jetta,2011,GMC,Sierra,2002
AK482165,08/01/2024,23:16:55,Aleutians East,66.116063,-150.67998,2,2,failure_to_yield,fatigue,2,0,0,icy,61,Female,0,0,0,Subaru,Outback,2016,Nissan,Rogue,2015
AK823862,12/16/2025,03:18:05,Kenai Peninsula,62.111311,-137.395688,1,1,impaired,NA,2,1,0,normal,66,Male,0,0,0,Honda,CR-V,2009,NA,NA,NA
AK945067,01/08/2025,13:19:35,Juneau,70.664214,-143.612393,2,6,speeding,impaired,2,1,0,wet,42,Male,0,0,0,Chevrolet,Silverado,2012,Mazda,CX-5,2011
AK640263,02/09/2024,03:03:40,Matanuska-Susitna,68.058844,-143.102515,2,2,impaired,NA,2,1,0,normal,61,Male,0,0,0,Kia,Sportage,2012,Dodge,Charger,2011
AK355838,02/15/2024,01:21:19,Valdez-Cordova,68.381451,-151.894886,2,7,speeding,NA,2,0,0,normal,16,Male,0,0,0,Nissan,Rogue,2006,GMC,Sierra,2012
AK062942,03/22/2024,15:06:30,Anchorage,61.173243,-158.102974,2,5,road_defect,weather,1,0,0,normal,40,Male,0,0,0,Mazda,CX-5,2019,Honda,CR-V,2018
AK732856,12/08/2023,17:06:24,Bethel,64.132739,-167.461065,2,6,failure_to_yield,NA,1,0,0,wet,25,Male,0,0,0,Subaru,Outback,2010,Nissan,Rogue,2008
AK670118,07/23/2022,11:09:08,Matanuska-Susitna,70.109326,-148.736773,2,4,speeding,NA,2,2,0,normal,17,Female,0,0,0,Ford,F-150,2014,Honda,CR-V,2010
AK003046,05/16/2022,17:52:15,Fairbanks North Star,57.626557,-135.09015,2,3,wildlife,fatigue,1,0,0,normal,57,Female,0,0,0,Honda,CR-V,2013,Kia,Sportage,2009
AK400233,05/07/2022,01:05:15,Petersburg,66.747244,-158.452312,2,5,failure_to_yield,failure_to_yield,2,0,0,wet,55,Male,0,0,0,Ford,F-150,2010,Mazda,CX-5,2003
AK371382,07/05/2025,10:44:15,Anchorage,67.257277,-142.27769,2,5,other,NA,2,2,0,normal,16,Male,0,0,0,Dodge,Charger,2017,Ford,F-150,2011
AK726492,05/27/2022,14:16:58,Matanuska-Susitna,69.47161,-160.010028,1,1,distracted,speeding,2,1,0,normal,22,Male,0,0,0,Dodge,Charger,2001,NA,NA,NA
AK522862,05/19/2024,23:19:53,Kodiak Island,59.294987,-151.112239,2,3,weather,failure_to_yield,3,2,0,normal,59,Female,0,1,1,Dodge,Charger,2011,Chevrolet,Silverado,2010
AK945058,07/04/2025,09:35:08,Juneau,67.711752,-165.228,2,7,distracted,weather,2,0,0,normal,66,Male,0,0,0,Toyota,RAV4,2013,Ram,1500,2019
AK704037,11/09/2025,20:53:55,Sitka,67.522925,-157.237021,2,8,speeding,NA,3,2,0,icy,44,Male,0,0,0,Ram,1500,2013,Volkswagen,Jetta,2015
AK997575,10/10/2023,22:59:17,Kenai Peninsula,59.16968,-169.396217,2,3,other,speeding,3,0,0,normal,47,Male,1,0,1,GMC,Sierra,2019,Chevrolet,Silverado,2000
AK500579,04/11/2024,08:01:13,Sitka,64.22016,-144.285293,2,2,speeding,NA,2,0,0,normal,53,Male,0,0,0,Ford,F-150,2001,GMC,Sierra,2006
AK997132,01/24/2024,20:07:33,Dillingham,60.576933,-148.234542,2,6,other,weather,1,1,0,normal,46,Female,0,0,0,Ford,F-150,2006,Ram,1500,2007
AK596927,09/17/2025,18:01:43,Matanuska-Susitna,63.004982,-139.061153,2,5,impaired,NA,3,2,0,icy,33,Female,0,0,0,Dodge,Charger,2011,Ram,1500,2022
AK715642,03/14/2024,06:38:11,North Slope,70.424502,-158.841088,2,2,distracted,distracted,1,1,0,normal,49,Male,1,0,1,Mazda,CX-5,2009,Honda,CR-V,2002
AK949440,02/25/2023,10:52:02,Fairbanks North Star,55.573745,-147.490492,2,3,impaired,NA,1,0,0,normal,45,Male,0,0,0,Mazda,CX-5,2009,Subaru,Outback,2015
AK649717,06/27/2025,14:53:10,Matanuska-Susitna,61.737605,-153.436131,2,4,other,NA,1,1,0,wet,42,Male,0,0,0,Hyundai,Tucson,2018,Toyota,RAV4,2020
AK209362,07/28/2024,14:57:45,Fairbanks North Star,68.457738,-131.724211,2,3,weather,NA,3,2,0,icy,36,Female,1,0,1,Dodge,Charger,2014,Dodge,Charger,2002
AK607268,03/02/2024,04:52:52,Kenai Peninsula,60.246293,-168.390014,2,2,speeding,NA,1,1,0,normal,23,Male,0,0,0,Volkswagen,Jetta,2018,Honda,CR-V,2018
AK556412,04/16/2025,09:01:30,Fairbanks North Star,56.838553,-137.05175500000001,2,5,speeding,NA,2,1,0,icy,48,Male,0,0,0,Ram,1500,2011,Kia,Sportage,2004
AK917156,11/04/2024,02:14:59,North Slope,59.182357,-159.053142,2,2,distracted,weather,2,0,0,normal,49,Female,0,0,0,Volkswagen,Jetta,2001,Volkswagen,Jetta,2013
AK030011,01/03/2025,05:48:21,Matanuska-Susitna,55.066284,-157.897807,2,4,distracted,NA,1,0,0,wet,16,Nonbinary/Other,0,0,0,Subaru,Outback,2008,Dodge,Charger,2006
AK857611,08/25/2023,14:45:51,Wrangell,57.60475,-154.383102,1,2,weather,NA,1,0,0,normal,31,Male,0,0,0,Chevrolet,Silverado,1998,NA,NA,NA
AK741591,06/29/2023,15:02:16,Fairbanks North Star,70.914794,-130.587213,2,2,fatigue,NA,1,0,0,normal,55,Female,0,0,0,Honda,CR-V,2004,GMC,Sierra,2019
AK751210,05/15/2022,22:56:16,Sitka,67.648866,-148.147143,2,2,failure_to_yield,NA,1,1,0,icy,31,Male,0,0,0,Honda,CR-V,2016,Mazda,CX-5,2012
AK473718,06/06/2023,03:55:34,Nome,61.037698,-139.107884,2,4,impaired,NA,1,0,0,normal,25,Male,0,0,0,Nissan,Rogue,2010,Honda,CR-V,2011
AK127834,12/01/2025,20:58:18,Anchorage,67.566506,-147.335399,2,5,weather,NA,1,0,0,normal,34,Male,0,0,0,Volkswagen,Jetta,2025,Ram,1500,2009
AK693620,10/31/2024,17:44:05,Matanuska-Susitna,61.949055,-134.406934,2,7,distracted,NA,1,0,0,wet,34,Female,0,0,0,Ford,F-150,2010,GMC,Sierra,2007
AK661526,05/26/2022,18:09:30,Anchorage,58.526619,-168.777272,2,3,impaired,NA,2,1,0,normal,50,Female,0,0,0,Ram,1500,2012,Ram,1500,2021
AK377071,03/12/2025,10:42:42,Yukon-Koyukuk,69.954127,-146.772695,2,2,speeding,speeding,2,2,0,normal,29,Male,0,0,0,Ford,F-150,2021,Dodge,Charger,2016
AK080400,01/05/2025,14:38:23,Matanuska-Susitna,63.565123,-135.540654,2,2,impaired,NA,2,0,0,normal,61,Male,1,0,1,Nissan,Rogue,2005,GMC,Sierra,2018
AK651420,02/15/2022,00:55:31,Sitka,55.564131,-131.826863,2,4,fatigue,road_defect,1,0,0,normal,39,Female,0,0,0,Toyota,RAV4,2015,Jeep,Grand Cherokee,2015
AK205399,01/02/2022,21:57:50,Anchorage,56.396167,-166.057402,2,7,weather,speeding,2,1,0,icy,47,Male,0,0,0,Honda,CR-V,2015,Mazda,CX-5,2008
AK728026,04/11/2023,11:43:53,Southeast Fairbanks,54.761959,-144.997664,2,5,other,NA,1,0,0,normal,61,Female,0,0,0,Toyota,RAV4,2003,Kia,Sportage,2004
AK477885,03/15/2024,18:56:20,Kenai Peninsula,58.627996,-152.675943,1,1,wildlife,NA,1,0,0,normal,46,Female,0,0,0,Volkswagen,Jetta,2010,NA,NA,NA
AK108179,03/06/2023,09:57:15,Kenai Peninsula,61.131611,-150.398718,2,5,impaired,failure_to_yield,3,3,0,icy,53,Male,0,1,1,Toyota,RAV4,2009,Jeep,Grand Cherokee,2010
AK377231,11/24/2022,08:22:14,Juneau,69.925285,-167.688265,2,3,impaired,NA,1,0,0,normal,51,Female,0,0,0,Subaru,Outback,2022,Chevrolet,Silverado,2009
AK054517,03/15/2024,09:03:01,Anchorage,54.615995,-149.894479,2,4,distracted,NA,1,0,0,normal,41,Female,0,0,0,Jeep,Grand Cherokee,2018,Mazda,CX-5,2016
AK483346,06/28/2024,12:32:28,Yukon-Koyukuk,57.669716,-144.836578,2,7,fatigue,NA,1,0,0,normal,66,Female,0,0,0,Ford,F-150,2020,Ram,1500,2011
AK720453,02/07/2023,14:21:47,Anchorage,55.359058,-162.514842,2,5,wildlife,road_defect,3,2,0,normal,44,Female,0,0,0,Jeep,Grand Cherokee,2009,Ram,1500,2010
AK948377,01/27/2024,03:36:29,Valdez-Cordova,61.859592,-163.858207,2,3,speeding,wildlife,2,0,0,icy,54,Male,0,0,0,Jeep,Grand Cherokee,2010,Ram,1500,2014
AK504133,01/19/2023,22:36:06,Ketchikan Gateway,57.624815,-167.379601,2,7,road_defect,NA,1,0,0,normal,16,Male,0,0,0,Dodge,Charger,2018,Volkswagen,Jetta,2014
AK261912,01/05/2024,04:03:41,Southeast Fairbanks,69.986233,-150.802582,1,2,failure_to_yield,distracted,2,0,0,normal,54,Nonbinary/Other,0,0,0,Ford,F-150,2015,NA,NA,NA
AK703686,04/16/2024,08:51:23,Fairbanks North Star,63.035954,-169.443808,2,8,distracted,distracted,2,0,0,wet,54,Female,0,0,0,Mazda,CX-5,2010,Toyota,RAV4,2021
AK160791,04/24/2024,00:53:04,Anchorage,61.272622,-158.040173,1,1,other,NA,2,0,0,normal,44,Female,1,0,1,Jeep,Grand Cherokee,2004,NA,NA,NA
AK405716,02/20/2023,17:07:53,Aleutians West,67.497947,-139.556882,1,1,weather,distracted,2,1,0,icy,42,Male,0,0,0,Honda,CR-V,2015,NA,NA,NA
AK762191,07/02/2025,13:32:33,Southeast Fairbanks,58.761992,-148.363853,2,6,failure_to_yield,weather,3,3,1,normal,28,Male,0,0,0,Chevrolet,Silverado,2022,Volkswagen,Jetta,2006
AK287465,01/06/2024,14:03:21,Southeast Fairbanks,70.372432,-150.84005,2,5,speeding,NA,2,0,0,normal,48,Male,0,0,0,Chevrolet,Silverado,2017,Ram,1500,2016
AK350831,10/22/2022,05:02:05,Valdez-Cordova,71.331978,-147.925403,1,1,speeding,road_defect,2,0,0,icy,55,Male,0,0,0,Mazda,CX-5,2022,NA,NA,NA
AK497233,03/08/2023,09:31:39,Dillingham,67.155089,-138.935014,2,8,distracted,failure_to_yield,1,0,0,normal,32,Male,0,0,0,GMC,Sierra,2013,Toyota,RAV4,2010
AK630281,08/17/2022,19:24:15,Anchorage,61.545311,-158.585679,2,5,weather,NA,1,0,0,normal,66,Female,0,0,0,Dodge,Charger,2001,Kia,Sportage,2022
AK479078,08/15/2024,23:48:46,Haines,59.082196,-153.324202,2,7,weather,NA,2,3,0,normal,16,Male,0,0,0,Honda,CR-V,2015,Volkswagen,Jetta,2008
AK256031,01/02/2025,14:35:51,Yukon-Koyukuk,60.258304,-145.594775,2,4,speeding,NA,2,0,0,icy,37,Female,1,0,1,Dodge,Charger,2010,Honda,CR-V,2013
AK972344,07/12/2025,08:15:13,North Slope,58.292459,-155.151625,2,5,weather,weather,2,0,0,normal,44,Female,0,0,0,Kia,Sportage,2008,Nissan,Rogue,2022
AK834025,06/27/2025,17:03:45,Juneau,58.786643,-167.462435,2,6,impaired,NA,1,0,0,normal,36,Male,0,0,0,Ford,F-150,2003,Volkswagen,Jetta,2012
AK237350,03/25/2023,23:45:16,Bethel,66.934033,-164.270043,2,8,weather,NA,2,2,0,icy,62,Female,0,0,0,Hyundai,Tucson,2006,Subaru,Outback,2002
AK058466,09/26/2024,02:00:20,Matanuska-Susitna,71.243523,-130.483184,1,1,wildlife,NA,1,1,0,normal,45,Male,0,0,0,Ram,1500,2011,NA,NA,NA
AK819796,06/09/2023,05:50:35,Aleutians East,65.301706,-130.340588,2,5,impaired,NA,2,1,0,wet,36,Female,0,0,0,Chevrolet,Silverado,2008,Kia,Sportage,2013
AK322450,05/26/2024,18:48:39,Sitka,57.724937,-154.690346,2,2,fatigue,NA,1,0,0,icy,18,Male,0,0,0,Chevrolet,Silverado,2010,Chevrolet,Silverado,2007
AK111912,05/24/2023,23:55:24,Matanuska-Susitna,61.847034,-149.520827,2,3,failure_to_yield,distracted,2,1,0,normal,43,Male,0,0,0,Honda,CR-V,2022,Ram,1500,2013
AK182932,10/31/2022,22:33:48,Anchorage,62.56528,-135.556968,2,3,weather,NA,2,3,0,normal,39,Female,0,0,0,Chevrolet,Silverado,2017,Toyota,RAV4,2016
AK924083,10/21/2022,09:58:34,Valdez-Cordova,68.607938,-146.568654,1,1,speeding,NA,2,1,0,wet,28,Male,0,0,0,Ford,F-150,2023,NA,NA,NA
AK838390,06/12/2024,20:29:40,Aleutians West,63.362615,-135.059323,2,3,distracted,NA,1,1,0,normal,31,Female,0,0,0,Hyundai,Tucson,2010,Kia,Sportage,2014
